"GARCH(1,1)-N_cond_vol","GARCH(1,1)-t_cond_vol","EGARCH(1,1)-t_cond_vol","APARCH(1,1)-t_cond_vol"
0.7778334252539402,0.7917316771813001,0.8160292456206185,0.796849939838204
0.758516336292647,0.7725852360212759,0.774987121122967,0.77250193072642
0.7527519831705906,0.7654599020009972,0.7727981234445583,0.7679704681428812
0.7368147321971366,0.7493010160506222,0.7476831222705044,0.7493889072470136
0.7210152435497118,0.7332134825571143,0.7198651229680764,0.7301827340827405
0.7091585682850696,0.7206027159487228,0.7038367102056098,0.7170682724788358
0.7106670208861207,0.7199659442954937,0.7104259292241695,0.7201570449491123
0.7169906166323808,0.7238320043554132,0.722735234078424,0.7281992402996883
0.7147598022573252,0.7202030856057742,0.7239384777394472,0.7270577359384797
0.7161464406260568,0.7199343634130912,0.7297885085411923,0.7297811857432227
0.7030295830833613,0.7066665005399059,0.7083920394659344,0.7141558789685961
0.6913194604635811,0.6946196832715014,0.6898215490004498,0.7003261945086082
0.6993855308657101,0.7004642714916988,0.7032671048808405,0.7098607768842947
0.6852212232335396,0.6863256949902768,0.6688117399615232,0.6907187667926588
0.6782998364457055,0.6786943588474271,0.6610249923272549,0.6834594564833789
0.6725650063577369,0.6721546599524064,0.6549680649196948,0.6775530088640768
0.6611615470546924,0.6604794279109225,0.6324563905383248,0.6627812726160438
0.6934111904394014,0.6886187558970739,0.6695918561570628,0.6950589268825204
0.8207023498357638,0.8051252614386734,0.7708092309271477,0.8012293033635128
0.8283690937773193,0.8127343054623395,0.7925192617240376,0.8145082465309258
0.8224156036080551,0.807763710733491,0.7971461897555756,0.813083971118712
0.8253028281873783,0.8108777318980913,0.8120364490226649,0.8207209315920548
0.8283533241759228,0.8141357706712867,0.8264749879295081,0.8281833843656999
0.8083756354409616,0.79611273084275,0.8014651358666556,0.8074612944818308
0.8932025039248273,0.8748388088397988,0.880871013409018,0.8843375454061221
1.1534459018525645,1.118612223818771,1.062095066624472,1.0886186656815275
1.1465583726920698,1.1152471133296638,1.0812426006554574,1.0938112551095884
1.1182510941501442,1.0916486655445086,1.0678979483005342,1.073263175689844
1.257492207953391,1.223735683896988,1.1957912705900806,1.2006686750587647
1.3165506058164373,1.2820772007937498,1.274887425680999,1.2668442628419636
1.3141278417475013,1.2832846017905888,1.2998697204767875,1.2766535088632138
1.2693550071014357,1.2449159359606585,1.2567217190924276,1.2352201107215457
1.2413389544955171,1.2215791574661339,1.2460511961681455,1.2157020655994422
1.2005804450072772,1.1861604376197963,1.2063736495785162,1.1778113882220618
1.1612345509125417,1.151658124306605,1.1665641307497872,1.1407145000915242
1.1319071421649078,1.1259602772233421,1.14755775792585,1.1170150885081107
1.0921572624666163,1.0904860190330592,1.0865940951974777,1.0745566299663263
1.1423160719887249,1.1365679198551706,1.1507396372666427,1.128136247853878
1.274291493226227,1.2583810152268406,1.2704221066590289,1.2464148958404133
1.2562304498343448,1.243700447924669,1.2735100881794517,1.2379210099848323
1.2289562669385004,1.2203149704092677,1.2615287107560922,1.2180667020460652
1.1973704830110534,1.192694173761646,1.2400706196143974,1.192007059246646
